Date,Close,High,Low,Open,Volume
8/7/2009,4.974267483,5.007026892,4.952929326,4.973666787,387354800
8/10/2009,4.950525761,5.007027725,4.918668394,4.978777345,300294400
8/11/2009,4.893722534,4.940306379,4.86517121,4.919568519,355342400
8/12/2009,4.968259335,5.010334965,4.882604527,4.885309065,445071200
8/13/2009,5.061725616,5.069239736,5.004021867,5.008530098,439980800
8/14/2009,5.012438774,5.056016747,4.974870975,5.047301233,305816000
8/17/2009,4.796346188,4.916562834,4.791236459,4.915360239,524381200
8/18/2009,4.928887367,4.936100137,4.851047237,4.85765891,431152400
8/19/2009,4.946917534,4.967955539,4.882301576,4.891317635,413271600
8/20/2009,4.998913765,5.010635168,4.947220977,4.95834048,342031200
8/21/2009,5.085769653,5.090278688,5.013038855,5.0385851,416074400
8/24/2009,5.080960274,5.13055001,5.057217727,5.112817635,406929600
8/25/2009,5.091178894,5.137462193,5.083064079,5.092982186,324354800
8/26/2009,5.031372547,5.095687982,5.011836876,5.07675381,303998800
8/27/2009,5.092682838,5.096288621,4.953832509,5.071644825,449181600
8/28/2009,5.110713482,5.18404576,5.065031684,5.17743409,453700800
8/31/2009,5.055413246,5.074647557,5.004020631,5.053910102,311337600
9/1/2009,4.967956543,5.109211637,4.95713719,5.048802546,469028000
9/2/2009,4.9643507,5.03738204,4.932192385,4.947520372,364249200
9/3/2009,5.005525112,5.022054894,4.958941256,5.002219477,293955200
9/4/2009,5.118528843,5.130250245,5.021754548,5.027464975,374628800
9/8/2009,5.197271824,5.203582948,5.169321585,5.198774568,315047600
9/9/2009,5.143472672,5.243552576,5.100194062,5.192761051,811087200
9/10/2009,5.186150074,5.206887535,5.13355525,5.171123039,491134000
9/11/2009,5.174128532,5.204784104,5.135358947,5.196669288,348961200
9/14/2009,5.221014023,5.226423098,5.116725607,5.134156633,322011200
9/15/2009,5.264292717,5.279019209,5.217108154,5.230632049,426470800
9/16/2009,5.465953827,5.49240171,5.346037709,5.349343744,754023200
9/17/2009,5.546499729,5.613821041,5.468960563,5.469261111,810572000
9/18/2009,5.560626984,5.606609749,5.552812313,5.584971036,601582800
9/21/2009,5.530571461,5.564832813,5.45844177,5.538686277,437715600
9/22/2009,5.544394493,5.571443471,5.495406265,5.565733448,356753600
9/23/2009,5.575050831,5.677235383,5.560925042,5.572045745,593563600
9/24/2009,5.524560928,5.641170638,5.493004111,5.626143601,550880400
9/25/2009,5.480981827,5.575051577,5.453031596,5.470162473,445239200
9/28/2009,5.594586372,5.610515456,5.509834036,5.526063266,337444800
9/29/2009,5.571444988,5.632154229,5.539287075,5.612018667,345385600
9/30/2009,5.570545197,5.603604764,5.488196826,5.593987202,539585200
10/1/2009,5.435601234,5.596690966,5.430791651,5.570544426,524711600
