,Datetime,Vader Title Score,Vader Description Score,Flair Title Label,Flair Title Score,Flair Description Label,Flair Description Score,DistilBERT Title Label,DistilBERT Title Score,DistilBERT Description Label,DistilBERT Description Score,FinBERT Title Label,FinBERT Title Score,FinBERT Description Label,FinBERT Description Score,SVC Title Label,SVC Description Label,LR Title Label,LR Title Score,LR Description Label,LR Description Score,NB Title Label,NB Title Score,NB Description Label,NB Description Score,GBDT Title Label,GBDT Title Score,GBDT Description Label,GBDT Description Score,RF Title Label,RF Title Score,RF Description Label,RF Description Score,KNN Title Label,KNN Title Score,KNN Description Label,KNN Description Score
0,2025-04-09 13:25:00,0.0,-0.5423,NEG,0.9831252694129944,NEG,0.7700945138931274,NEG,0.93058842420578,POS,0.9874901175498962,NEU,0.93058842420578,NEU,0.9874901175498962,NEG,NEG,NEG,0.6989371190118786,NEG,0.536661711234581,NEG,0.7742891675296235,POS,0.47515541109871473,NEG,0.7216597845749148,POS,0.5117450812524137,NEG,0.78,NEG,0.69,NEG,0.8,NEG,0.6
1,2025-04-09 15:36:00,0.0,0.2023,POS,0.9862982034683228,NEG,0.6519924402236938,POS,0.999772846698761,POS,0.6002565622329712,NEU,0.999772846698761,NEU,0.6002565622329712,NEG,POS,NEG,0.6116482066082924,NEG,0.5633638694856822,NEG,0.628113977035871,POS,0.5168180520647394,NEG,0.5410056612218238,NEG,0.7216597845749148,NEG,0.59,NEG,0.82,NEG,0.6,NEG,0.6
2,2025-04-10 01:25:00,-0.3182,-0.7003,NEG,0.9926550388336182,NEG,0.9966728687286377,NEG,0.7836275100708008,NEG,0.9134327173233032,NEU,0.7836275100708008,NEU,0.9134327173233032,NEG,NEG,NEG,0.6011275345456868,NEG,0.6098742458191918,NEG,0.7199888862164558,NEG,0.39093931568128726,NEG,0.6044040752290316,NEG,0.6044040752290316,NEG,0.78,NEG,0.75,NEG,0.4,NEG,0.4
3,2025-04-10 01:30:00,-0.7003,-0.8756,NEG,0.9638880491256714,NEG,0.9972652196884155,NEG,0.990446925163269,NEG,0.993952214717865,NEU,0.990446925163269,NEU,0.993952214717865,NEG,NEG,NEG,0.8349098557134008,NEG,0.7980869441132402,NEG,0.8478692577791463,NEG,0.7496872782080362,NEG,0.8113523297770735,NEG,0.8113523297770735,NEG,0.96,NEG,0.87,NEG,1.0,NEG,1.0
4,2025-04-10 01:21:00,0.0,0.9325,NEG,0.5849663615226746,POS,0.6204277276992798,NEG,0.9374208450317383,POS,0.9806475043296814,NEU,0.9374208450317383,NEU,0.9806475043296814,POS,NEG,NEG,0.5474121795852059,NEG,0.6619134853433908,NEG,0.5101375752641324,POS,0.3888136989567206,NEG,0.7216597845749148,NEG,0.6966411279748479,NEG,0.72,NEG,0.73,POS,0.8,NEG,0.8
5,2025-04-09 23:15:00,-0.3818,0.8957,POS,0.8851519227027893,NEG,0.919178307056427,POS,0.9828450679779053,POS,0.9598795175552368,NEU,0.9828450679779053,NEU,0.9598795175552368,NEG,POS,NEG,0.5951475024371526,NEG,0.4773512821383906,NEG,0.5712846187401458,POS,0.5759514068508015,NEG,0.5944793420550964,NEG,0.6044040752290316,NEG,0.62,NEG,0.77,NEG,0.8,POS,0.6
6,2025-04-09 22:41:00,-0.296,0.9246,NEG,0.9927592277526855,NEG,0.8199909329414368,NEG,0.9715376496315002,POS,0.5019869804382324,NEU,0.9715376496315002,NEU,0.5019869804382324,NEG,NEG,NEG,0.702931845682494,NEG,0.5844081250791054,NEG,0.7658121937036734,POS,0.5353664306985969,NEG,0.7216597845749148,NEG,0.7216597845749148,NEG,0.86,NEG,0.74,NEG,0.8,NEG,0.6
7,2025-04-09 21:39:00,0.4767,-0.9169,NEG,0.990490198135376,NEG,0.9982681274414062,NEG,0.9973354935646057,NEG,0.996870219707489,NEU,0.9973354935646057,NEU,0.996870219707489,POS,POS,NEG,0.5333262607925188,NEG,0.604904625551375,NEG,0.6571639757146055,NEG,0.6258944014475811,NEG,0.5750520622443904,NEG,0.5439723714580644,NEG,0.71,NEG,0.62,NEG,0.6,POS,0.6
8,2025-04-09 20:30:00,-0.0772,0.6187,POS,0.9630590081214905,NEG,0.6178756952285767,POS,0.9938742518424988,POS,0.997259259223938,NEU,0.9938742518424988,NEU,0.997259259223938,NEG,NEG,NEG,0.6886293270840192,NEG,0.6467915824399666,NEG,0.6247653896230349,POS,0.4000103277500719,NEG,0.6732329028909492,NEG,0.6732329028909492,NEG,0.89,NEG,0.86,NEG,0.8,NEG,0.6
9,2025-04-09 19:25:00,-0.765,-0.9617,NEG,0.9839420914649963,NEG,0.9958909749984741,NEG,0.9970998764038086,NEG,0.993973433971405,NEU,0.9970998764038086,NEU,0.993973433971405,NEG,NEG,NEG,0.661778061484183,NEG,0.6639309330572725,NEG,0.8142093633904638,NEG,0.4589508873989907,NEG,0.6662552022378082,NEG,0.7216597845749148,NEG,0.67,NEG,0.8,NEG,1.0,NEG,0.8
